"country","date","text"
"United Kingdom","12/14/2021","i'm sick of antivaxers mask lockdown Covid deniers commenting on those who've died by saying they had underlying medical issues does that make it ok then does that justify a persons death if they had another condition they've still died from a virus we could all help limit"
"United Kingdom","12/14/2021","in much the same way that not all Brexiteers we're racists but all racists we're Brexiteers today's vote in the house of commons illustrates that although not all Brexiteers are Covid deniers antivaxers all Covid deniers antivaxers are Brexiteers Covid plan b"
"United Kingdom","12/14/2021","in regards to the vaccine just to be clear it doesn't stop you from being infected with Covid it stops you from being seriously infected and in intensive care the hospital I work antivaxers who get Covid are the majority in intensive care and who are dying that's facts"
"United Kingdom","12/14/2021","in the street by antivaxers and Covid deniers isn't about creating awareness either it's about reassuring themselves on their poor decision making and impaired judgement"
"United Kingdom","12/14/2021","incredible results none of the people involved in the clinical trial died who took this pfizer antiviral pill a very important development especially for highrisk people"
"France","12/14/2021","israel health minister recorded sayingthere is no medical or epidemiological justification for the Covid passport kfs ar e Covid Covid protest protests vaccine mandate vaccine mandates vaccine passports Covid pass"
"United Kingdom","12/14/2021","It hasn't been around long enough for people to die yet. it isn't as severe but people in ICU with Covid often don't passport away for weeks so that stats aren't reflective of actual severity yet + effects of long Covid"
"United Kingdom","12/14/2021","it's being suggested that antivaxers and maskers are unable ope with the reality of Covid in other words as scared as you are they are times more scared perhaps that primal fear should be addressed"
"France","12/14/2021","japan had stopped the Covid tyranny"
"United Kingdom","12/14/2021","jeremy corbyn I'm talking about vaccine passes and let's not bale on morals as it's extremely easy to aue that refusing vaccination is illprincipled as for the last part you are at far more risk of long term health issues from Covid than vaccination you read like an antivaxer "
"United Kingdom","12/14/2021","just can't think that's where you should stop it's science that is asking for Covid restrictions not government people agreeing with this tweet are hopeless antiscience virus laboratories"
"United Kingdom","12/14/2021","m not an antivaxer I don't just follow hearsay and social media as I said I have friends and family who work within healthcare and the nhs they have personally been involved with families who have had this issue where Covid has appeared as cause of death thew it wasn't"
"United Kingdom","12/14/2021","manufactured hysteria around Covid is being used to push through radical antifreedom legislation in much the same way that was used to push through invasive antiprivacy laws for the greater good but not of us lesser mortals"
"United Kingdom","12/14/2021","me too been slated on here by the anticovid believers"
"United Kingdom","12/14/2021","meanwhile our government uses Covid as a smokescreen to destroy our society I am not anticoved restrictions I'm antithe destruction of civilised society under the guise of taking back control"
"United Kingdom","12/14/2021","mental Brexiteers are largely the same people voting against anticovid measures"
"Ireland","12/14/2021","more selfish antiscience super spreaders if you are so brave why don't you volunteer to help in a Covid ward in a hospital"
"United Kingdom","12/14/2021","my childhood was terrible because my family working class and neglectedmy area was vile bc of police cuts my education was further fucked up by this government during Covid this gave me perseverance and an antivictimhood attitude and that's why I am a tory "
"United Kingdom","12/14/2021","my friend suggested this all unvaccinated people who get Covid care treatment from the nhs should be chaed antivaxers are blocking beds that fully vaccinated people need for their serious non Covid operations etcthe carrot doesn't worktime to bring in the stick"
"United Kingdom","12/14/2021","my latest with peterjUKes breaks open the murky nexus of trumpist power behind tory mp steve bakers latest gambit to shakeup the conservative party a nexus that stretches from antiscience Covid and climate denialism to trump banno n cambridge analytica and the mercers"
"United Kingdom","12/14/2021","my sisters neighbour died yesterday her family said she had Covid had been in hospital for the past weeks she was an antivaxer she leaves behind kids the oldest the youngest is barley it's going to be weird not seeing her on the school run anymore"
"United Kingdom","12/14/2021","nicola Sturgeon I think it takes around weeks for anticovid antibodies to kick the virus out and reach a critical mass to keep them outimmunity is though to wane over time particularly in the elderly"
"United Kingdom","12/14/2021","no idea not that it matters you're throwing out all the usual antivax horseshit now it's pathetic next you'll be claiming Covid has never been isolated and PCR cycles something something wibble wibblego back to the bin recover what you have dropped as"
"United Kingdom","12/14/2021","no the nhs is full of unvaccinated Covid patients once again leaving the non Covid patients with nowhere to go the antieverything brigade are keeping this pandemic going"
"United Kingdom","12/14/2021","no the nhs is full of unvaccinated Covid patients once again leaving the non Covid patients with nowhere to go the antieverything brigade are keeping this pandemic going syringe face with medical mask"
"United Kingdom","12/14/2021","not all those tory rebels are anticovid restriction libertarians a good number of them just think he's useless and are over it it's not a good sign for his premier ship"
"United Kingdom","12/14/2021","nothing to do with Covid lockdowns it's a protest on their coverage on the antisemitic aack that took place on oxford first two weeks ago"
"France","12/14/2021","obviously throughout this manufactured crisis european countries have been enforcing lockdowns in lockstep despite their situations being rather different as if it's all being directed by some other agenda vaccine passports greenpass passsanitaire"
"United Kingdom","12/14/2021","oh antivaxers trying to link victor lindelof having breathing difficultieschest pains to the Covid vaccine these people"
"United Kingdom","12/14/2021","ok so my arm hurts a lot and I'm a wimp don't really want to get my health advice from an article like this but is it right that I should take paracetamol rather than something antiinflamma tory like ibuprofession"
"United Kingdom","12/14/2021","perhaps I'm being thick but how can anyone vote against anticovid public health measures on the grounds of human rights and liberty a week after supporting the nationality and borders bill which is designed to wreck human rights and liberty"
"Germany","12/14/2021","pfizer please make a anticovid cookie"
"France","12/14/2021","Pfizer says study confirms positive results for anticovid pill"
"The Netherlands","12/14/2021","pfizer's anticovid pill prevents severe illness and should work against omicron company says"
"United Kingdom","12/14/2021","Pfizer's anticovid pill prevents severe illness and should work against omicron company says "
"Germany","12/14/2021","Pfizer's anticovid pill prevents severe illness and should work against omicron company says a ezsu ids"
"Germany","12/14/2021","Pfizer's new antiomicron pill effective against severe illness didn't I hear this number before"
"United Kingdom","12/14/2021","please can you advise whether a Covid recovery certificate is acceptable for entering switzerland from UK to transit to france in lieu of a negative PCR result thank you"
"United Kingdom","12/14/2021","please tell ally vaccinated or not you can still catch Covid and passport it on the vaccine only protects the individual from potential worse symptoms so what he is saying is wrong"
"United Kingdom","12/14/2021","please tell vaccinated or not you can still catch Covid and passport it on. The vaccine only protects the individual from potential worse symptoms. So what he is saying is wrong"
"United Kingdom","12/14/2021","precisely accept that Covid is here to stay vaccinate the vulnerable same as with the flu produce effective treatments Covid antivitals are soon to be available and get on with life almost years of restrictions have done nothing control or eradicate Covid"
"United Kingdom","12/14/2021","presumably the antiabortion crowd will have to steer clear of monoclonal antibodies which are derived from forgetal tissue cell lines"
"United Kingdom","12/14/2021","prey standard components but the impact is magical in saving livesit's so wrong that antivax bs endangers people"
"United Kingdom","12/14/2021","prior to approval statement by pfizer on their oral anticovid comicrom pill dec"
"United Kingdom","12/14/2021","read this article it actually makes some very valid points though you have to read right to the last paragraphat to do about the antivaxers there are three options the independent"
"France","12/14/2021","replying to antihealth passport nutjob who calls for bo of places requiring a health passport "
"United Kingdom","12/14/2021","Same when I was in Austria in November, linked to my lift pass on day one, not needed anywhere on the hill, with the added benefit it guaranteed not a single antivaxxer was on the lifts!"
"Ireland","12/14/2021","saw a retail worker lain politely to an unmasked elderly customer today why he couldn't do something for him due covid restrictions in return he was called a prick and got abuse for not being irish more proof as if we needed it that antimaskers are the worst"
"United Kingdom","12/14/2021","she's an absolute disaster I knew she was antimask and live with Covid liability but it seems she's worse than I thought they have her on this morning regularly on the news headlines bit and she's a nightmare expert "
"United Kingdom","12/14/2021","sick of antivaxers Covid deniers flat earthers etc etc don't engage simply post the enclosed it makes for a more colourful timeline and repeated posting without words makes them simply blow their top therefore proving the use of it's perfect"
"United Kingdom","12/14/2021","skynews virtually no one is antivaccine they are antivaccine mandate the passports will never go away they will become the same as china's social credit system they've been able to introduce it through fear why be scared of Covid our government aren't"
"United Kingdom","12/14/2021","smokers at least pay hefty taxes on their habitmaybe if you we're happy to pay for your treatment I'd feel differentlyglad you didn't get Covid badly I have heard young antivaxers apologetically crying on video calls to their families because they we're dying alone in hospital"
"United Kingdom","12/14/2021","so corbyn caroline lucas anded davey voted against the governements anticovid measures"
"United Kingdom","12/14/2021","so many young people on here who would likely consider themselves liberal r tying themselves a elite right wing libertarian mindset against public health measures the anticovid elites rebel mps are playing you they don't care about your freedomliberty they care about money"
"United Kingdom","12/14/2021","so you're ok with the borders bill and the watering down of the human rights act or the antiprotestlegislation or the proven corruption in awarding of Covid contracts"
"United Kingdom","12/14/2021","some are aware of vaccination s injuries and if they are slim fit young and maybe had Covid they will be ok and will have antibodies I can spread Covid and triple jabbed also pregnant staffbreastfeeding staff no long term data so may be waiting until post natal"
"United Kingdom","12/14/2021","sorry let me clarifrr expect myself I think it's a weak prediction and not a reason to aue against it currently I don't want to be around anticovid vaccine people but would consider it if they implanted without test exception I know vaccine doesn't eliminate transmission"
"United Kingdom","12/14/2021","sounds like a nightmare because of Covid my grandma has been in the hospital for two days now on a gurney in the hallway there are no rooms for her no results to tests because they are swed she can't check herself out or insurance won't pay thanks antivaxers "
"United Kingdom","12/14/2021","spectator or to put it another way if planis the Covid passport then it's an antiplanthere s probably a good deal of other noise in there but mps have been prey consistent on flagging this issue ever since it was first mentioned earlier this year"
"United Kingdom","12/14/2021","support the Covid passport the majority of us don't want to be osed to antivaxers or their crazy conspiracy theories"
"United Kingdom","12/14/2021","thank you makes sense that you want the area to be inflamed with all white blood cellimmunity stuffer yeah science not my strong point so best to avoid antiinflamma tory medicine I agree small price to pay to avoid Covid"
"United Kingdom","12/14/2021","that tory moron on champ news is going on on on waving self righteously freedom democracy to defend his shabby anticovid mitigations stance while supporting the gvts sustained attacks on our human rights democratic freedoms to protest vote stable citizenship"
"United Kingdom","12/14/2021","that's because the same disinformation machine that fed the Brexit lies also feeds the antivax antimask movement"
"United Kingdom","12/14/2021","that's incorrect there are other acceptable methods proving your Covid status a recent negative lft test and a previous positive PCR-test I'd are both acceptable proofs"
"United Kingdom","12/14/2021","that's no tmine it's been thrown out areas thatused ivermectin faired worse than those that didn't I can't beleive we are still having the discussion about an antiparasitic being used for Covid"
"United Kingdom","12/14/2021","that's the thing us anticonvid vaxers won't need it you lot spat the same rhetoric last year that's alright let the non Covid believers and conspiracy theorists get it it's the ir fault if they die"
"Germany","12/14/2021","that's what he thought"
"United Kingdom","12/14/2021","the anticovid planb mps are shroud wavers literally omicron virus no doubt in w w they would have shone torches in the blackout"
"United Kingdom","12/14/2021","the anticovid regulation people are silent on the other issues that's my point"
"United Kingdom","12/14/2021","the antivax anticovid passport bots are in overdrive tonight antivaxers Covid passports "
"United Kingdom","12/14/2021","the centrist mates of baddiel giving him a free passport for blacking up and making a footballers life a misery then applauding him for been an antiracist oh the fucking irony lovely book"
"United Kingdom","12/14/2021","the conservative party has now reverted to it's original antienlightenment stance of the thfilled with misanthropes who think empty opinion is a substitute for knowledge this is what worked for them with Brexit now it's applied to destroy public measures against Covid"
"United Kingdom","12/14/2021","the Covid passport doesn't if you are not vaccinated your choice you simply show a negative test result no 'forced treatment' there"
"Belgium","12/14/2021","the cynical use of the yellow star in antivax anticovid cert antimask protests is a sad symptom of moral decay says auscitz museum"
"United Kingdom","12/14/2021","the difference with Covid is harder to pin down but probably more to do with political tribes than with intelligence you can see antivaxers actually understand a lot of stuff because they turn stuff on is head and pretend it proves their point"
"United Kingdom","12/14/2021","the farright origins of anticovid vax antimask bs show clearly in the casual antisemitism of they'll be making us wear yellow stars next using nicknames like pure blood"
"United Kingdom","12/14/2021","the following is an infomercial on behalf of pfizerbillie likes to dye her hair green and shill for big pharmain her spare time she also likes to visit friends and discuss their virtuous natures wonder why all antivaxers are trump loving nazis"
"United Kingdom","12/14/2021","the latest episode in the raceed podcast series reflects on actions needed combat the spike in racist attacks against asian south and east asian minoritised groups exacerbated by the Covid pandemic race"
"France","12/14/2021","the memorial to r sistance members shot by the nazis at mont val rien was desecrated yesterday by antivaxers think about that it was a monument for those who fought against nazis was aackedbut back in england some people think a health passport leads to the gestapo"
"France","12/14/2021","the memorial to résistance members shot by the nazis at mont valérien was desecrated yesterday by antivaxers think about that it was a monument for those who fought against nazis was aackedbut back in england some people think a health passport leads to the gestapo"
"United Kingdom","12/14/2021","the message is to get there early to avoid queues with people being asked to show their Covid pass"
"United Kingdom","12/14/2021","the next tory leader will be an antivaxer you watch they are playing to the party gallery because they know johnson's had it like Brexit Covid is just a performance piece to the party faithful"
"United Kingdom","12/14/2021","the reason the government has onsider further restrictions and lock downs is down to recalcitrant folk Covid deniers and antivaxers that refuse to act sensibly in a global pandemic these are the real enemy not the governement"
"United Kingdom","12/14/2021","the sight of various tory mps likening anticovid measures to nazi Germany when they have just voted urtail our liberties beyond anything we have seen before is utterly nauseating"
"United Kingdom","12/14/2021","their bread buer voters former kippers turned tory Brexiters a venn diagram would show a huge overlap between antivaxers Covid deniers and Brexiters"
"Germany","12/14/2021","therefore we decided to unfollow and stop our support for developers who spread anticovid vaccination propaganda and fake news about Covid Covid"
"United Kingdom","12/14/2021","they are not daft to realise that any form of Covid passport greenpass passsanitaire as used in other countries has been useless it has no purpose in preventing spread of a virus nor does it encourage vaccination it only creates more control and less freedoms also costs business"
"United Kingdom","12/14/2021","they cut it by around we know vaccines prevent a lot of people from becoming infected if you're not infected then you can't passport the virus on it's just common sense I know antivaxers don't have a lot of that"
"Ireland","12/14/2021","they would be protecting their customers by implementing a simple thing like Covid certs to keep people safe hours in hospital apparentlynot one bit thankful for the care they receivedmore antivax nonsense the owners are just horrible horrible people"
"United Kingdom","12/14/2021","this approach will result in many contracting Covid most will survive some will die others will suffer oan and brain damage but only if the antivaxers have one "
"United Kingdom","12/14/2021","this article is not going to age well face with tears of joy the bedweers will continue to push their narrative until it's no longer sustainablethen they will pretend those views we're never theirs we need to hold them to accounheguardian Covid Covid passports"
"United Kingdom","12/14/2021","this article is not going to age well the bedweers will continue to push their narrative until it's no longer sustainablethen they will pretend those views we're never theirs we need to hold them to accounheguardian Covid Covid passports"
"The Netherlands","12/14/2021","This is it: exam day. If I passport my PCR I can go on holiday. If I don’t I’m spending christmas herewith no tree and no turkey."
"United Kingdom","12/14/2021","this is why it's ok to be Covid vax cautious and not be labelled antivax we need to remember the lessons of the thalidomide tragedy tragic"
"United Kingdom","12/14/2021","to all antivaxer idiots Covid in all it's variants ain't political or big brotherits time to start believing the doctors and scientists get vaccinated now waqhl rmcc via conversationUK"
"United Kingdom","12/14/2021","to all the antivaxers im fully vaccinated and just received my booster jab against Covid no I don't know what's in it neither this vaccine or the ones I had as a child nor do I know what's in the secret herbs and spices at kfcbooster vaccinatie Covid"
"France","12/14/2021","today on a caller explained that Brexit hard man steve ber was anticovid passport because of the effing old testament saying laws we're useless he's an mp was screaming at the radio they didn't have borders in the ot either"
"United Kingdom","12/14/2021","total nonsense I'm double jabbed and have had Covid by refusing your booster you are declaring me unvaccinated and removing my freedom to participate in society that is wrong morally it's antiscience against the principles of our countryand the passports don't work"
"United Kingdom","12/14/2021","UK scientists fear mercks new Covid antiviral treatment could become a genesis of new variants in weakened immune systems"
"Germany","12/14/2021","unfortunately Germany while reno wned for it's scientific medical engineering expertise also has it's share of Covid deniers antivaxers of the population often correlated with extreme right or left wing views Germany's Covid sue is aributed to the unvaccinated"
"United Kingdom","12/14/2021","unfortunately the operation they we're due to have was cancelled at the last minute because all the icu beds we're occupied by antivaxers who had gone down with Covid and we're unsurprisingly very poorly which they wouldn t have been had they had the jab"
"United Kingdom","12/14/2021","war memorial near paris vandalised by anticovid health passport protest ers"
"United Kingdom","12/14/2021","we won't dave dave we re transitioning from pandemic to endemic dave dave it will be bau shortly with annual Covid and flu jabs with you on fighting curbs ivil liberties no really but let s fight the antivaxers too thanks again x"
"France","12/14/2021","welcome to no manslandin Germany santaclaus must wear a mask otherwise his arrested covidiots Covid coronavirus corona protest mask mandates mask mandate"
"United Kingdom","12/14/2021","well some of us thought that there was a correlation between leavers and antivaxers antimaskers but it seems that it has been proven but it's killing them in larger numbers than remainers just goes to show Brexit is bad for you"
"United Kingdom","12/14/2021","well that's a different argument it doesn't change the fact that absolutely no one is being forced to have the vaccine as a result of introducing a Covid passport because you can obtain one without a vaccine "
"United Kingdom","12/14/2021","well yes it could probably be beer thought out imo doesn't change the fact that you don't need to be vaccinated to get a Covid passport and therefore people screaming oppren about it stop us getting round to finding more cmon ground as we just have even if it's only a lile"
"United Kingdom","12/14/2021","what do racists antivaxers and Covid deniers have in common they all hate haha"
"United Kingdom","12/14/2021","what to do about the antivaxers there are three options"
"United Kingdom","12/14/2021","what to do about the antivaxers there are three options the independent Covid vaccine sense"
"United Kingdom","12/14/2021","when antivaxers forget to mention that piotr zielinski had Covid in october because making unsubstantiated links to vaccination drives their propaganda machine beernow I don't know the drs findings but long term morbidity from disease would be a consideration "
"United Kingdom","12/14/2021","whenever I get to see UK state news from the bbc I hear reporters talking about all the protest ing soon be made illegal in UK in london as being antivaxers when in reality it's people protesing against Covid lockdowns and Covid passports get into large arenas etc"
"United Kingdom","12/14/2021","where has all the antivaxers and Covid hoaxers gone in icu begging to be vaccinated"
"United Kingdom","12/14/2021","which bit of is antivax also does am but not pm Covid passport make sense to you mate"
"United Kingdom","12/14/2021","why is it that antivaxers think they are the enlightened ones Covid Covid UK Covid Covidiots"
"United Kingdom","12/14/2021","will be lobbying and he is antirestrictions he would be the most comfortable choice for me as a non tory we must live with Covid now enough "
"United Kingdom","12/14/2021","will it really be necessary to increase the booster dose of modernaalready lacking in no toriety will modernas serum switch to a full dose rather than a halfdose during the booster to fight more effectively against the omicron variant"
"United Kingdom","12/14/2021","wolff and chomsky have all come out in favour of the authoritarian and antiworker Covid regulations that are being threatenedthe state of the left these days is appalling"
"United Kingdom","12/14/2021","wow so many covidiots if you don't wish to mask up fine but please stay away from my shopsmy busmy hospital when you catch Covid my sister in law is antivax antimask she's currently bed ridden with Covid oh the irony makes me smile"
"Ireland","12/14/2021","wty I'm not antivax I've had doses of pfizer I then got Covid start of november I will be offered a booster soon as they cut to months after second dose from months and the irish health minister more of less said we will need a jab every months next year that isn't right"
"United Kingdom","12/14/2021","yeah but the antivaxers sceptics all go on about their personal rights of choice mention to them that Covid passes are there to keep the unvaccinated away from high risk situations and put less pressure on health services just goes in one ear and out the other"
"United Kingdom","12/14/2021","yep it's bonkers we aren't doing enough to stop road deaths so let's ignore the far greater number of Covid deaths swayne is a gobshite though"
"United Kingdom","12/14/2021","you can passport as many Covid regulations as you please but the legitimacy of this government and it's supposed opposition has long been decimated so I will not be adhering to any of them thumbs up"
"United Kingdom","12/14/2021","you can't aue with an antivaxer they will not stop or even agree to disagree Covid"
"Germany","12/14/2021","you can't expect from germans to be something that they are not in reality they are ignorantcareless about foreign affairs easily manipulated by media prorussian antiamerican and living in a bubble where main problems are Covid and climate change"
"United Kingdom","12/14/2021","you couldn't make this upshe is the wife of the former conservative minister john penrose who is the prime minister s anticorruption champion more tory corruption"
"United Kingdom","12/14/2021","you do realise that you can still catch and passport on the china flu if you have had jabs and turbo booster s or no tare you frightened of being balled antivax all of a suddengo with your gut feeling you obviously have doubts by posting this in the first place"
"United Kingdom","12/14/2021","you don't know it's just the standard line used by conspiracy theorists Covid deniers and antivaxers "
"United Kingdom","12/14/2021","you don't know thumbs up it's just the standard line used by conspiracy theorists Covid deniers and antivaxers "
"Ireland","12/14/2021","you know when you're scrolling through facebook and someone you hooked up a few times pops up on your recommended so you have as noop it turns out that he's a big antivax Covid denier so you're sitting there thinking jesus christ this was inside me that"
"United Kingdom","12/14/2021","those who are both antivaccination antirestrictions are advocating natural immunity to people whose loved ones have died of Covid anxious face with sweat what does that tell you"
"United Kingdom","12/15/2021"," antivaxer assassination plot against german politician foiled by armed police"
"United Kingdom","12/15/2021"," antivaxer assassination plot against german politician foiled by armed police"
"United Kingdom","12/15/2021"," antivaxer fun in my workplace lass in mids says she doesn't need the vac because she's had Covid and it was now other lad same age said he doesn't want the vac because he's already had Covid and scared the vaccine will bring it back I have told them both that they are massive cunts"
"United Kingdom","12/15/2021"," antivaxers antimaskers and Covid deniers are already creating division"
"United Kingdom","12/15/2021"," antivaxers now seem are about footballers who suffered health problems for years still played footballvaccine blamed on zielinski Covid in oct aguero Covid in feb got it twicemartin terrier collapsed in january man utd have Covid cases"
"United Kingdom","12/15/2021"," antivaxers now seem are about footballers who suffered health problems for years still played footballvaccine blamed on zielinski Covid in oct aguero Covid in feb got it twicemartin terrier collapsed in january man utd have Covid cases lindelof male sign"
"United Kingdom","12/15/2021"," Covid and antivax"
"United Kingdom","12/15/2021"," Covid and antivax"
"United Kingdom","12/15/2021"," Covid marshall don't get these antivaxers why would you take your chances on a survival rate virus with a average age of death of for a vaccine that's gone through test after teshe worst that can happen is a heart aack a small price to pay for the safety from Covid"
"United Kingdom","12/15/2021"," Covid numbers are increasing but deaths and hospitalisation rates are not should we be worried about omicron or not I have had my booster this is not an antivax post or a conspiracy post it's a legit question"
"United Kingdom","12/15/2021"," Covid passport check took seconds if that"
"United Kingdom","12/15/2021"," Covid passport season ticket and a search to get in cherry trees it's fucking easier going abroad"
"United Kingdom","12/15/2021"," Covid tests or Covid passport for all events from today london UK"
"United Kingdom","12/15/2021"," I am becoming more afraid of antivaxers and antimaskers than I'm about getting the Covid jab"
"United Kingdom","12/15/2021"," I am not antivax it just makes more sense to prove you don't have Covid before entering a venue right"
"United Kingdom","12/15/2021","a man has been slammed as dumb after getting ten Covid vaccination s in a day authorities believe he may have been paid by antivaxers reports marilynnmanuel for thesanews"
"United Kingdom","12/15/2021","a police captain who refused the vaccine and took the antiparasitic ivermectin combat Covid dies from the virus"
"United Kingdom","12/15/2021","a timely reminder of this as omicron cases skyrocket backhand index pointing down I hope it becomes available soonunibirmingham dwliam birmingham biotech university of birmingham sign licensing agreement for antiviral nasal spray against Covid"
"United Kingdom","12/15/2021","absolutely no one looked at my Covid passport on the way into the emirates is that how iit'smeant to work"
"United Kingdom","12/15/2021","Alsojust knowing someone’s details doesn't allow you to make a Covid passport for them! You could copy their passport QR but can’t make a pass."
"United Kingdom","12/15/2021","Am going to my first game this season. can't wait. Covid passport ready. mask ready. See you there"
"Switzerland","12/15/2021","anticovid measures to be extended for months"
"Germany","12/15/2021","antivaccine extremists in Germany have radicalised to such an extent that the police had to intervene to stop an assassination plot against the minister president of saxony he's being targeted because of his support for pandemic restrictions"
"United Kingdom","12/15/2021","but it's more than that plenty of black people remain unvaxed spreading rumors of infertility wouldn t call them antibut there could have been beer communication about benefits vs risks including risk they will not get care at an overwhelmed hospital if sick w Covid"
"United Kingdom","12/15/2021","But that doesn't help anyone? I'm confused as to why you think it would. You can’t use someone else’s Covid passport as the details won’t match your ID."
"United Kingdom","12/15/2021","can you confirm that you will be going down the Covid passport route for attendance to the County Ground going forward please. Or will you take the same route as @officialcufc and limit attendances..."
"United Kingdom","12/15/2021","Check the evidence behind passports ! You can still passport on Covid even if you have had three jabs! It gives people a confidence that is misplaced!"
"United Kingdom","12/15/2021","Covid deaths vaccine get boosted now antivaxers this chart shows jabs keep people out of hospital and the unvaccinated are dicing with death covidiots antivaxers study it closely"
"United Kingdom","12/15/2021","go over there to get your Covid passport checked just come in mate face with tears of joy face with tears of joy"
"United Kingdom","12/15/2021","hi are you able confirm whether the NHS App QR-code travel passport (same as vaccination pass) is acceptable as a “ Covid recovery certificate” for flights from London to Sydneyplease. If no tcan you recommend who I should speak to "
"United Kingdom","12/15/2021","i feel like my suggestions for libertarian anticovid passport slogans have a very graphic design is my pan eney"
"United Kingdom","12/15/2021","I have a European Covid passport is there any way to get that added to my NHS app or updated to show I'm double jabbed since I only have a physical copy."
"United Kingdom","12/15/2021","I'd delete this if I was you face with tears of joy you're giving antivaxers a free Covid passport face with tears of joy"
"United Kingdom","12/15/2021","I'd delete this if I was you you're giving antivaxers a free Covid passport "
"United Kingdom","12/15/2021","it's unfoeableobviously! That is not to say you can't copy itbut your copy won’t say *you* have a Covid pass. It will say the original person it was made for has a Covid pass."
"Ireland","12/15/2021","never called you an antivaxer butyou definitely are not pro Covid vax if I'm talking about breakthrough cases you could infer that I know what a vaccine is just saying UDUUFEFoh and btw in our time of need thanks for nothing our hero"
"United Kingdom","12/15/2021","no it's no t! And it's not good without an ID. All a Covid passport does is state a particular person has a Covid passport statusit doesn't in any way identify that person. So you have heck the if matches the passport and the face."
"United Kingdom","12/15/2021","not as unsustainable as closing it's doors to Jab a nation then sacking off of them because they refuse a jab. The NHS is being used as the pendulum in this Covid passport saga"
"United Kingdom","12/15/2021","Recently recovered from Covid . Will the passport with QR-code be sufficient for entry to Ausand does a PCR-test need to be done regardless of it being within days of infection? Thanks "
"United Kingdom","12/15/2021","recently recovered from Covid will the passport with QR-code be sufficient for entry to aus and does a PCR-test need to be done regardless of it being within days of infection thanks"
"United Kingdom","12/15/2021","Sajid Javid resource them put the antivaxers in there and let their family care for them they're alpha enough to beat Covid apparently"
"United Kingdom","12/15/2021","so your problem is Covid passport doesn’t work because it’s discrimina tory . valid pointbut not the same as saying it’s a vaccine Passport"
"United Kingdom","12/15/2021","sure you’re right. but the Covid passport doesn’t distinguish. it just says passport or no tand isn’t determined by having a vaccine "
"United Kingdom","12/15/2021","Thanks for your response Geoe. no I mean the Covid recovery passport that’s in the same section of the NHS App as the vax pass. The literature on t.coCybByjGg states a certificate from a “medical practitioner” in the event of a "
"Ireland","12/15/2021","this subreddit's having a positive effect expect apparently"
"United Kingdom","12/15/2021","Yes but I won't be going under the Covid passport rules (vaccine or lft) I'll go to away games where not required"
"United Kingdom","12/16/2021"," antivaxer means you have never been vaccinated in your entire life Covid antivaxer means you don't trust this vaccine it doesn't make you an antivaxer "
"United Kingdom","12/16/2021"," antivaxers can fuck right off if they think they can use cancer patients to aue against Covid measures a friend my age died last week he had a dodgy immune system and missed out on potential treatment because he thought he might catch the virus from medical facilities"
"United Kingdom","12/16/2021"," antivaxers Covid is nothing more than a cold people most people being hospitalised are now young and unvaccinated there will be many more soon it may be you so many people have had the vaccine and have next to no problems what is wrong with you get vaccinated"
"United Kingdom","12/16/2021"," antivaxers I can partially understandbut Covid deniers anger me on a different level"
"United Kingdom","12/16/2021"," antivaxers vaccines are thoroughly trialled and properly approved before use any vaccines not just Covid ones vaccines save lives and health just like seatbelts but they do one more thing too vaccines help save others everybody not just yourselfget vaccinated please"
"United Kingdom","12/16/2021"," being pensioner antivaxer in is wild because everyone in your group chat is either dead or dying from Covid"
"United Kingdom","12/16/2021"," Covid opinion with so many views on lockdowns firebreaks herd immunity antivaxers etc why not have a national vote to decide what we want as a nation"
"United Kingdom","12/16/2021"," I am an antivaxer wallahi I can't get Covid funniest thing I heard my brother say loudly crying face"
"United Kingdom","12/16/2021","i can't even blame antimaskers I got given Covid in hospital"
"United Kingdom","12/16/2021","science is just so inconvenient it's the unvarnished truth that can't be watered down by ideology or even economics that's why the right tend to be so antiintellectual science demands action on Covid climate change etc that just doesn't suit their agenda"
"United Kingdom","12/17/2021"," a lot mate to be found out we have admitted in london on wednesday I would love to know the status of all those age previous conditions vax etc"
"United Kingdom","12/17/2021"," antivax and truth seekers are so cringe"
"United Kingdom","12/17/2021"," antivax family member has Covid what a surprise"
"United Kingdom","12/17/2021"," antivaxers love telling everyone they are antivax don't they it's like lads from south liverpool just crack on with your brown leather wallet's and shut the fuck up"
"United Kingdom","12/17/2021"," breaking news UK government admit vax has damaged natural immune systems of double jabbed never acquire full natural immunity against Covid variants read it for yourself page out"
"United Kingdom","12/17/2021"," Covid hates going anticlockwise gets totally confused dizzy and then falls over"
"United Kingdom","12/17/2021"," Covid only travels anticlockwise around shops so this makes sense"
"The Netherlands","12/17/2021"," Covid pandemic now only rich countries can get vax and poor countries just about nothing they are now the breeding ground for all those new variants the vax companies will have ontinuously adapt their wares and will stay in this biz indefinitely perfect commerce"
"United Kingdom","12/17/2021"," Covid vax had other plans and has made me feel a bit shit today will be finishing this next week"
"Ireland","12/17/2021"," I am double vaxedI have my booster I have proof but it now seems to not be enough I am am now joining those who refuse to be restricted by those who are paid for by my taxes"
"United Kingdom","12/17/2021"," I am not antivax I have had all but I am beginning to question these daily figure of people who are getting Covid over daily where are these people it's astonishing we never get any other figures but is it a coincidence it's party season"
"Germany","12/17/2021"," it only wears off when the last instance killed you antivax queen"
