word,sentiment
consider,positive
considerable,positive
considerably,positive
considerate,positive
consideration,positive
considered,positive
considering,positive
considers,positive
consign,positive
consistency,positive
consistent,positive
consistently,positive
consolable,positive
console,positive
consolidate,positive
consonant,positive
consort,positive
conspicuous,negative
conspicuously,negative
conspiracies,negative
conspiracy,negative
conspirator,negative
conspiratorial,negative
conspirators,negative
conspire,negative
conspired,negative
conspires,negative
conspiring,negative
constable,positive
constancy,positive
constant,ambiguous
constantly,ambiguous
consternation,negative
constipation,negative
constitute,positive
constitution,ambiguous
constitutional,positive
constitutionality,positive
constitutionally,positive
constitutions,positive
constitutive,ambiguous
constrain,negative
constrained,negative
constrains,negative
constraint,negative
constraints,negative
construct,positive
constructive,positive
constructively,positive
construe,ambiguous
construed,ambiguous
construes,ambiguous
construing,ambiguous
consul,positive
consult,positive
consultant,negative
consultation,positive
consummate,positive
consumptive,negative
contact,ambiguous
contacted,positive
contacts,ambiguous
contagion,negative
contagions,negative
contagious,negative
contain,positive
contained,positive
contains,positive
contaminate,negative
contaminated,negative
contaminates,negative
contaminating,negative
contamination,negative
contaminations,negative
contaminer,negative
contemplation,positive
contempt,negative
contemptible,negative
contemptuous,negative
contend,negative
contended,negative
contender,negative
contending,negative
contends,negative
content,positive
contention,negative
contentions,negative
contentious,negative
contentiously,negative
contentment,positive
contents,positive
contestability,ambiguous
contestable,negative
contestation,ambiguous
contested,negative
contesting,negative
context,positive
contingencies,ambiguous
contingency,ambiguous
contingent,ambiguous
contingently,ambiguous
contingents,ambiguous
continually,positive
continuation,positive
continue,positive
continued,positive
continuing,positive
continuity,positive
continuous,positive
continuously,positive
contort,negative
contortions,negative
contour,positive
contraband,negative
contract,negative
contracted,negative
contractholder,negative
contractholders,negative
contractible,negative
contractile,negative
contracting,negative
contraction,negative
contractions,negative
contracts,negative
contractual,negative
contractually,negative
contradict,negative
contradicted,negative
contradicting,negative
contradiction,negative
contradictions,negative
contradictory,negative
contradicts,negative
contrariness,negative
contrary,negative
contrast,negative
contrasted,negative
contrasty,positive
contravene,negative
contravened,negative
contravenes,negative
contravening,negative
contravention,negative
contraventions,negative
contribute,positive
contributed,positive
contributing,positive
contribution,positive
contributor,positive
contrive,negative
contrived,negative
control,negative
controlled,negative
controlling,negative
controls,negative
controversial,negative
controversially,negative
controversies,negative
controversy,negative
controvert,ambiguous
controverted,ambiguous
controverting,ambiguous
convene,positive
convenience,positive
conveniens,ambiguous
convenient,positive
conveniently,positive
convent,positive
convention,positive
convergence,positive
conversant,positive
conversation,positive
conversational,positive
conversations,positive
convert,positive
conveyance,ambiguous
conveyances,ambiguous
conveyancing,positive
convict,negative
convicted,negative
convicting,negative
conviction,ambiguous
convictions,negative
convience,positive
convienient,positive
convient,positive
convince,positive
convinced,positive
convinces,positive
convincing,positive
convincingly,positive
convivial,positive
convoluted,negative
cool,ambiguous
coolest,positive
coolness,ambiguous
coop,ambiguous
cooperate,positive
cooperating,positive
cooperation,positive
co-operation,positive
cooperative,positive
cooperatively,positive
coordinate,positive
coordination,positive
cop,ambiguous
cope,positive
copy,negative
copycat,negative
cordial,positive
core,positive
cornered,negative
cornerstone,positive
corona,negative
coronation,positive
coronavirus,negative
coronaviruses,negative
coroner,negative
corporal,negative
corporate,negative
corporation,ambiguous
corporations,negative
corporeal,positive
corpse,negative
correct,positive
corrected,positive
correcting,positive
correction,positive
corrections,positive
corrective,positive
correctly,positive
correctness,positive
corrects,positive
correlate,positive
correlation,positive
correlative,ambiguous
correspondence,positive
corroborate,positive
corroboration,positive
corrode,negative
corrosion,negative
corrosions,negative
corrosive,negative
corrupt,negative
corrupted,negative
corrupting,negative
corruption,negative
corruptions,negative
corruptly,negative
corruptness,negative
corrupts,negative
corruptted,negative
corse,negative
cosmopolitan,positive
cost,negative
cost-effective,positive
costing,negative
costlier,negative
costliness,negative
costly,negative
costs,negative
cost-saving,positive
cosy,positive
coterminous,ambiguous
couch,negative
cough,negative
coughing,negative
could,ambiguous
couldn't,negative
council,positive
councils,positive
counsel,ambiguous
counseled,ambiguous
counselled,ambiguous
counsellor,ambiguous
counsels,ambiguous
count,positive
countdown,negative
counted,positive
counter,negative
counteract,negative
counteraction,negative
counter-attack,positive
counter-attacks,positive
counterclaim,negative
counterclaimed,negative
counterclaiming,negative
counterclaims,negative
counterfeit,negative
counterfeited,negative
counterfeiter,negative
counterfeiters,negative
counterfeiting,negative
counterfeits,negative
countermeasure,negative
countermeasures,negative
counterproductive,negative
counter-productive,negative
countersignor,ambiguous
countersued,ambiguous
countersuit,ambiguous
countersuits,ambiguous
countess,positive
counting,negative
countless,negative
countryman,positive
counts,positive
county,positive
coup,negative
coupists,negative
couple,positive
courage,positive
courageous,positive
courageously,positive
courageousness,positive
courier,positive
course,positive
courses,positive
coursing,negative
court,ambiguous
courteous,positive
courtesy,positive
courtly,positive
courtroom,ambiguous
courts,ambiguous
courtship,positive
cov,negative
covax,ambiguous
covaxin,positive
cove,positive
covenant,positive
covenanted,positive
covenanting,positive
covenants,positive
cover,positive
coverage,positive
covered,positive
covering,positive
covers,positive
covert,negative
cover-up,negative
covet,negative
covetous,negative
covid,negative
Covid-19,negative
covidiot,negative
covidiots,negative
covids,negative
coward,negative
cowardice,negative
cowardly,negative
coy,negative
coyote,negative
coziness,positive
cozy,positive
crabby,negative
crack,negative
cracked,negative
cracking,negative
cracks,negative
cradle,positive
craft,positive
craftily,negative
craftly,negative
craftsman,positive
crafty,negative
cram,negative
cramp,negative
cramped,negative
cramping,negative
crank,negative
cranky,negative
crap,negative
crappy,negative
craps,negative
crash,negative
crashed,negative
crashes,negative
crashing,negative
crass,negative
crave,ambiguous
craven,negative
cravenly,negative
craving,positive
crawl,negative
craze,negative
crazed,negative
crazier,negative
craziest,negative
crazily,negative
craziness,negative
crazy,negative
creak,negative
creaking,negative
creaks,negative
cream,positive
create,positive
created,positive
creates,positive
creating,positive
creation,positive
creative,positive
creatively,positive
creativeness,positive
creativity,positive
creator,positive
creature,negative
credence,positive
credential,positive
credentials,positive
credibility,positive
credible,positive
credit,positive
creditable,positive
credited,positive
credulous,negative
creep,negative
creeping,negative
creeps,negative
creepy,negative
cremation,negative
crept,negative
crescendo,ambiguous
crestfallen,negative
crew,positive
cried,negative
cries,negative
crime,negative
crimes,negative
criminal,negative
criminality,negative
criminalize,negative
criminalizing,negative
criminally,negative
criminals,negative
cringe,negative
cringed,negative
cringes,negative
cripple,negative
crippled,negative
cripples,negative
crippling,negative
crises,negative
crisis,negative
crisp,ambiguous
crisper,positive
criteria,negative
critic,negative
critical,negative
critically,negative
criticise,negative
criticised,negative
criticism,negative
criticisms,negative
criticize,negative
criticized,negative
criticizes,negative
criticizing,negative
critics,negative
critique,positive
critter,negative
croak,negative
crocodile,negative
cronyism,negative
crook,negative
crooked,negative
crooks,negative
cross,negative
crossclaim,ambiguous
crossclaims,ambiguous
crossed,negative
crossing,negative
crossroad,ambiguous
crossroads,ambiguous
crouch,negative
crouching,negative
crowd,negative
crowded,negative
crowdedness,negative
crowds,negative
crowning,positive
crucial,positive
crucially,negative
cruciate,negative
crucifixion,negative
crude,negative
cruel,negative
crueler,negative
cruelest,negative
cruelly,negative
cruelness,negative
cruelties,negative
cruelty,negative
crumble,negative
crumbling,negative
crummy,negative
crumple,negative
crumpled,negative
crumples,negative
crunch,negative
crusade,negative
crusader,positive
crush,ambiguous
crushed,negative
crushes,negative
crushing,negative
crusty,negative
cry,negative
crying,negative
crypt,negative
crypto,negative
crystal,positive
cube,positive
cuckold,negative
cuckoo,negative
cuddle,positive
cue,ambiguous
culinary,positive
cull,negative
culminate,positive
culmination,positive
culpability,negative
culpable,negative
culpably,negative
culprit,negative
cult,negative
cultivate,positive
cultivated,positive
cultivation,positive
culture,positive
cumbersome,negative
cunning,positive
cunt,negative
cunts,negative
cupid,positive
cuplrit,negative
cupping,negative
cur,negative
curable,positive
cure,positive
cure-all,positive
curfew,negative
curiosity,positive
curious,positive
curl,positive
curse,negative
cursed,negative
curses,negative
cursing,negative
cursory,negative
curt,negative
curtail,negative
curtailed,negative
curtailing,negative
curtailment,negative
curtailments,negative
curtails,negative
curtsey,positive
curve,negative
cushion,positive
cushy,positive
cuss,negative
cussed,negative
custodian,positive
custody,positive
customer,positive
customers,positive
cut,negative
cutback,negative
cutbacks,negative
cute,positive
cuteness,positive
cuts,negative
cutter,negative
cutters,positive
cutthroat,negative
cutting,negative
cyanide,negative
cyberattack,negative
cyberattacks,negative
cyberbullying,negative
cybercrime,negative
cybercrimes,negative
cybercriminal,negative
cybercriminals,negative
cycle,ambiguous
cyclone,negative
cynic,negative
cynical,negative
cynicism,negative
cyst,negative
cystic,negative
cytomegalovirus,negative
d*mn,negative
dabbling,negative
dad,positive
dads,positive
daemon,negative
daft,negative
dagger,negative
daily,ambiguous
damage,negative
damaged,negative
damages,negative
damaging,negative
dame,positive
damn,negative
damnable,negative
damnably,negative
damnation,negative
damned,negative
damning,negative
damnit,negative
dampen,negative
dampened,negative
damper,negative
dance,positive
dancing,positive
dandruff,negative
dandy,negative
danger,negative
dangerous,negative
dangers,negative
dank,negative
danke,positive
danken,positive
dare,ambiguous
daredevil,positive
daring,positive
daringly,positive
dark,negative
darken,negative
darkened,negative
darker,negative
darkest,negative
darkness,negative
darling,positive
darn,negative
dart,negative
dashed,negative
dashing,positive
dastard,negative
dastardly,negative
data,positive
database,positive
daughter,positive
daughters,positive
daunt,negative
daunting,negative
dauntingly,negative
dauntless,positive
dawdle,negative
dawn,positive
daze,negative
dazed,negative
dazzle,positive
dazzled,positive
dazzling,positive
deacon,positive
deactivate,negative
dead,negative
deadbeat,negative
dead-cheap,positive
deadlock,negative
deadlocked,negative
deadlocking,negative
deadlocks,negative
deadly,negative
dead-on,positive
deadweight,negative
deadweights,negative
deaf,negative
deafening,negative
deafness,negative
deal,positive
dealing,positive
dealings,positive
deals,positive
dealt,positive
dear,positive
dearly,positive
dearth,negative
death,negative
deaths,negative
debacle,negative
debarment,negative
debarments,negative
debarred,negative
debase,negative
debasement,negative
debaser,negative
debatable,negative
debate,positive
debating,positive
debauch,negative
debaucher,negative
debauchery,negative
debenture,positive
debilitate,negative
debilitating,negative
debility,negative
debonair,positive
debris,negative
debt,negative
debtor,negative
debts,negative
debunked,positive
decadence,negative
decadent,negative
decay,negative
decayed,negative
decease,negative
deceased,negative
decedent,ambiguous
decedents,ambiguous
deceit,negative
deceitful,negative
deceitfully,negative
deceitfulness,negative
deceive,negative
deceived,negative
deceiver,negative
deceivers,negative
deceives,negative
deceiving,negative
decency,positive
decent,positive
deception,negative
deceptions,negative
deceptive,negative
deceptively,negative
decide,positive
decided,positive
decides,positive
deciding,positive
decipher,positive
decision,positive
decisions,positive
decisive,positive
decisiveness,positive
declaim,negative
declarant,ambiguous
declaration,ambiguous
declaratory,positive
declare,negative
declared,negative
declaring,negative
declination,negative
decline,positive
declined,positive
declines,positive
declining,positive
decompose,negative
decomposed,negative
decomposition,negative
deconsolidation,negative
decorate,positive
decoration,positive
decorative,positive
decoy,negative
decrease,positive
decreases,positive
decreasing,positive
decree,ambiguous
decreed,ambiguous
decreeing,ambiguous
decrees,ambiguous
decrement,negative
decrepit,negative
decrepitude,negative
decry,negative
dedicate,positive
dedicated,positive
dedication,positive
deduce,positive
deduct,negative
deed,positive
deemed,negative
deep,negative
deeper,negative
deeply,negative
deface,negative
defaced,negative
defacement,negative
defalcation,ambiguous
defalcations,ambiguous
defamation,negative
defamations,negative
defamatory,negative
defame,negative
defamed,negative
defames,negative
defaming,negative
default,negative
defaulted,negative
defaulting,negative
defaults,negative
defeasance,negative
defeasances,negative
defease,negative
defeased,negative
defeasement,negative
defeases,negative
defeasing,negative
defeat,negative
defeated,negative
defeating,negative
defeats,negative
defect,negative
defection,negative
defective,negative
defectively,ambiguous
defects,negative
defence,negative
defend,positive
defendable,ambiguous
defendant,negative
defendants,negative
defended,negative
defender,negative
defenders,negative
defending,negative
defends,negative
defense,negative
defenseless,negative
defensive,negative
defer,negative
deference,positive
deferral,negative
deferring,negative
defiance,negative
defiant,negative
defiantly,negative
deficiencies,negative
deficiency,negative
deficient,negative
deficit,negative
deficits,negative
defile,negative
defiler,negative
define,positive
definitely,ambiguous
definition,positive
definitive,positive
deflate,negative
deflation,negative
deform,negative
deformed,negative
deformity,negative
defraud,negative
defrauded,negative
defrauding,negative
defrauds,negative
deft,positive
defunct,negative
defy,negative
degeneracy,negative
degenerate,negative
degenerately,negative
degeneration,negative
deginified,positive
degradation,negative
degradations,negative
degrade,negative
degraded,negative
degrades,negative
degrading,negative
degradingly,negative
degree,positive
degrees,positive
dehumanization,negative
dehumanize,negative
dehumanized,negative
dehumanizes,negative
dehumanizing,negative
deign,negative
deject,negative
dejected,negative
dejectedly,negative
dejecting,negative
dejection,negative
dejects,negative
delay,negative
delayed,negative
delaying,negative
delays,negative
delectable,positive
delegable,ambiguous
delegatable,ambiguous
delegate,positive
delegatee,positive
delegees,positive
delete,negative
deleted,negative
deleterious,negative
deletion,negative
deliberate,negative
deliberated,negative
deliberately,negative
delicacy,positive
delicate,positive
delicious,positive
delight,positive
delighted,positive
delightful,positive
delightfully,positive
delightfulness,positive
delighting,positive
delights,positive
delineation,ambiguous
delinquencies,negative
delinquency,negative
delinquent,negative
delinquently,negative
delinquents,negative
delirious,negative
delirium,negative
delist,negative
delisted,negative
delisting,negative
delists,negative
deliver,positive
deliverance,positive
delivered,positive
deliveries,positive
delivering,positive
delivery,positive
delta,negative
delude,negative
deluded,negative
deluge,negative
delusion,negative
delusional,negative
delusions,negative
demand,ambiguous
demanded,ambiguous
demanding,ambiguous
demands,ambiguous
demean,negative
demeaning,negative
demented,negative
dementia,negative
demise,negative
demised,negative
demises,negative
demising,negative
democracy,positive
democratic,positive
democrats,positive
demolish,negative
demolished,negative
demolisher,negative
demolishes,negative
demolishing,negative
demolition,negative
demolitions,negative
demon,negative
demonic,negative
demonising,negative
demonize,negative
demonized,negative
demonizes,negative
demonizing,negative
demonstrable,positive
demonstrably,positive
demonstrate,positive
demonstrated,positive
demonstrating,positive
demonstration,negative
demonstrative,ambiguous
demoralize,negative
demoralized,negative
demoralizing,negative
demoralizingly,negative
demote,negative
demoted,negative
demotes,negative
demoting,negative
demotion,negative
demotions,negative
demurred,negative
demurrer,negative
demurrers,negative
demurring,negative
demurs,negative
denial,negative
denials,negative
denied,negative
denier,negative
deniers,negative
denies,negative
denigrate,negative
denigrated,negative
denigrates,negative
denigrating,negative
denigration,negative
denounce,negative
denounces,negative
dense,negative
dent,negative
dented,negative
dentistry,negative
dents,negative
denunciate,negative
denunciation,negative
denunciations,negative
deny,negative
denying,negative
depart,ambiguous
departed,ambiguous
departure,ambiguous
depend,negative
dependability,negative
dependable,negative
dependably,negative
dependance,negative
dependances,negative
dependant,negative
depended,negative
dependence,negative
dependencies,negative
dependency,negative
dependent,negative
depending,negative
depends,negative
deplete,negative
depleted,negative
depletes,negative
depleting,negative
depletion,negative
depletions,negative
deplorable,negative
deplorably,negative
deplore,negative
deploring,negative
deploringly,negative
deployed,positive
depopulation,negative
deport,negative
deportation,negative
depose,ambiguous
deposed,ambiguous
deposes,ambiguous
deposing,ambiguous
deposition,ambiguous
depositional,ambiguous
depositions,ambiguous
depository,positive
deprave,negative
depraved,negative
depravedly,negative
depravity,negative
deprecate,negative
deprecation,negative
depreciate,negative
depreciated,negative
depreciation,negative
depress,negative
depressed,negative
depresses,negative
depressing,negative
depressingly,negative
depression,negative
depressions,negative
depressive,negative
deprivation,negative
deprive,negative
deprived,negative
deprives,negative
depriving,negative
depth,positive
deputy,positive
derail,negative
derailed,negative
derails,negative
deranged,negative
derecognized,negative
derecognizes,negative
derelict,negative
dereliction,negative
deride,negative
derided,negative
derides,negative
deriding,negative
derision,negative
derisive,negative
derisively,negative
derisiveness,negative
derivatively,ambiguous
dermatologist,positive
derogate,ambiguous
derogated,ambiguous
derogates,ambiguous
derogating,ambiguous
derogation,negative
derogations,negative
derogatory,negative
descent,negative
describe,positive
described,positive
description,positive
descriptive,positive
descry,positive
desecrate,negative
desecration,negative
desert,negative
deserted,negative
desertion,negative
deserve,negative
deserved,negative
deservedly,negative
deserves,negative
deserving,negative
desiccate,negative
desiccated,negative
design,positive
designation,positive
designator,ambiguous
designed,positive
designer,positive
desirable,positive
desire,positive
desired,positive
desiring,positive
desirous,positive
desist,negative
desititute,negative
desolate,negative
desolately,negative
desolation,negative
despair,negative
despairing,negative
despairingly,negative
despairs,negative
desperate,negative
desperately,negative
desperation,negative
despicable,negative
despicably,negative
despise,negative
despised,negative
despite,negative
despoil,negative
despoiler,negative
despondence,negative
despondency,negative
despondent,negative
despondently,negative
despot,negative
despotic,negative
despotism,negative
destabilisation,negative
destabilization,negative
destabilize,negative
destabilized,negative
destabilizing,negative
destains,negative
destination,ambiguous
destined,positive
destiny,positive
destitute,negative
destitution,negative
destroy,negative
destroyed,negative
destroyer,negative
destroying,negative
destroys,negative
destruction,negative
destructive,negative
desultory,negative
detachable,positive
detached,negative
detachment,negative
detail,positive
detailed,positive
details,positive
detain,negative
detained,negative
detainee,negative
detainer,negative
detect,positive
detected,positive
detecting,positive
detection,positive
detention,negative
detentions,negative
deter,negative
deteriorate,negative
deteriorated,negative
deteriorates,negative
deteriorating,negative
deterioration,negative
deteriorations,negative
determinate,positive
determination,positive
determine,positive
determined,positive
deterred,negative
deterrence,negative
deterrences,negative
deterrent,negative
deterrents,negative
deterring,negative
deters,negative
detest,negative
detestable,negative
detestably,negative
detested,negative
detesting,negative
detests,negative
detonate,negative
detonation,negative
detract,negative
detracted,negative
detracting,negative
detraction,negative
detracts,negative
detriment,negative
detrimental,negative
detrimentally,negative
detriments,negative
detritus,negative
devalue,negative
devalued,negative
devalues,negative
devaluing,negative
devastate,negative
devastated,negative
devastates,negative
devastating,negative
devastatingly,negative
devastation,negative
develop,ambiguous
developed,ambiguous
developing,ambiguous
development,positive
deviate,negative
deviated,negative
deviates,negative
deviating,negative
deviation,negative
deviations,negative
devil,negative
devilish,negative
devilishly,negative
devilment,negative
devilry,negative
devious,negative
deviously,negative
deviousness,negative
devisees,ambiguous
devoid,negative
devolution,negative
devolve,negative
devolved,negative
devolves,negative
devolving,negative
devote,positive
devoted,positive
devotion,positive
devotional,positive
devour,negative
devout,positive
dexterity,positive
dexterous,positive
dexterously,positive
dextrous,positive
diabetes,negative
diabolic,negative
diabolical,negative
diabolically,negative
diagnosed,negative
diagnosis,negative
diametrically,negative
diamond,positive
diaper,negative
diappointed,negative
diarrhoea,negative
diary,positive
diatribe,negative
diatribes,negative
dick,negative
dickhead,negative
dictate,negative
dictated,negative
dictates,negative
dictating,negative
dictator,negative
dictatorial,negative
dictatorship,negative
dictionary,positive
dictum,positive
didactic,positive
didn't,negative
die,negative
died,negative
die-hard,negative
dies,negative
diet,negative
dietary,positive
differ,negative
differed,negative
difference,negative
differences,negative
different,negative
differential,positive
differently,negative
differing,ambiguous
differs,ambiguous
difficult,negative
difficulties,negative
difficultly,negative
difficulty,negative
diffidence,negative
diffident,negative
dig,positive
digit,positive
digital,ambiguous
dignified,positive
dignify,positive
dignity,positive
digress,negative
dike,negative
dilapidated,negative
dilemma,negative
diligence,positive
diligent,positive
diligently,positive
dilly-dally,negative
dilute,negative
dim,negative
diminish,negative
diminished,negative
diminishes,negative
diminishing,negative
diminution,negative
dimmer,negative
din,negative
ding,negative
dings,negative
dinky,negative
dinner,positive
dinosaur,negative
diphtheria,negative
diplomacy,positive
diplomatic,positive
dipshit,negative
dire,negative
direct,positive
direction,positive
directive,ambiguous
directives,ambiguous
directly,positive
director,positive
direful,negative
direly,negative
direness,negative
dirt,negative
dirtbag,negative
dirtbags,negative
dirt-cheap,positive
dirtier,negative
dirtiest,negative
dirts,negative
dirty,negative
disabilities,negative
disability,negative
disable,negative
disabled,negative
disabling,negative
disaccord,negative
disadvantage,negative
disadvantageous,negative
disadvantages,negative
disaffect,negative
disaffected,negative
disaffiliation,negative
disaffirm,negative
disaffirmance,negative
disaffirmed,negative
disaffirms,negative
disagree,negative
disagreeable,negative
disagreeably,negative
disagreed,negative
disagreeing,negative
disagreement,negative
disagreements,negative
disagrees,negative
disallow,negative
disallowance,negative
disallowances,negative
disallowed,negative
disallowing,negative
disallows,negative
disapointed,negative
disapointing,negative
disapointment,negative
disappear,negative
disappearance,negative
disappearances,negative
disappeared,negative
disappearing,negative
disappears,negative
disappoint,negative
disappointed,negative
disappointing,negative
disappointment,negative
disappointments,negative
disappoints,negative
disapprobation,negative
disapproval,negative
disapprovals,negative
disapprove,negative
disapproved,negative
disapproves,negative
disapproving,negative
disarm,negative
disarray,negative
disassociates,negative
disassociating,negative
disassociation,negative
disassociations,negative
disaster,negative
disasterous,negative
disasters,negative
disastrous,negative
disastrously,negative
disavow,negative
disavowal,negative
disavowed,negative
disavowing,negative
disavows,negative
disbelief,negative
disbelieve,negative
disbeliever,negative
discard,negative
discarded,negative
discarding,negative
discards,negative
discern,positive
discharge,negative
disciple,positive
disciplinary,negative
discipline,negative
disclaim,negative
disclaimed,negative
disclaimer,negative
disclaimers,negative
disclaiming,negative
disclaims,negative
disclose,negative
disclosed,negative
discloses,negative
disclosing,negative
discoloration,negative
discolored,negative
discombobulate,negative
discomfit,negative
discomfititure,negative
discomfort,negative
discompose,negative
disconcert,negative
disconcerted,negative
disconcerting,negative
disconcertingly,negative
disconnect,ambiguous
disconnected,ambiguous
disconnection,negative
disconsolate,negative
disconsolately,negative
disconsolation,negative
discontent,negative
discontented,negative
discontentedly,negative
discontinuance,negative
discontinuances,negative
discontinuation,negative
discontinuations,negative
discontinue,negative
discontinued,negative
discontinues,negative
discontinuing,negative
discontinuity,negative
discontinuous,negative
discord,negative
discordance,negative
discordant,negative
discounted,negative
discountenance,negative
discourage,negative
discouraged,negative
discouragement,negative
discourages,negative
discouraging,negative
discouragingly,negative
discourteous,negative
discourteously,negative
discoutinous,negative
discover,positive
discovered,positive
discovery,positive
discredit,negative
discredited,negative
discrediting,negative
discredits,negative
discreet,positive
discrepancies,negative
discrepancy,negative
discrepant,negative
discretion,positive
discretionary,positive
discriminate,negative
discriminating,negative
discrimination,negative
discriminatory,negative
discuss,negative
discussed,negative
discussing,negative
discussion,negative
discussions,negative
disdain,negative
disdained,negative
disdainful,negative
disdainfully,negative
disease,negative
diseased,negative
diseases,negative
disembodied,negative
disengagement,negative
disfavor,negative
disfavored,negative
disfavoring,negative
disfavors,negative
disfigured,negative
disgorge,negative
disgorged,negative
disgorgement,negative
disgorgements,negative
disgorges,negative
disgorging,negative
disgrace,negative
disgraced,negative
disgraceful,negative
disgracefully,negative
disgruntle,negative
disgruntled,negative
disguise,negative
disguised,negative
disguises,negative
disguising,negative
disgust,negative
disgusting,negative
dishearten,negative
disheartened,negative
disheartening,negative
dishearteningly,negative
dishonest,negative
dishonesty,negative
dishonor,negative
dishonorable,negative
dishonorablely,negative
dishonorably,negative
dishonored,negative
dishonoring,negative
dishonors,negative
disillusion,negative
disillusioned,negative
disillusionment,negative
disillusions,negative
disincentives,negative
disinclination,negative
disinclined,negative
disinfection,positive
disinformation,negative
disingenuous,negative
disingenuously,negative
disintegrate,negative
disintegrated,negative
disintegrates,negative
disintegration,negative
disinterest,negative
disinterested,negative
disinterestedly,negative
disinterestedness,negative
disjointed,negative
dislike,negative
disliked,negative
dislikes,negative
disliking,negative
dislocated,negative
disloyal,negative
disloyally,negative
disloyalty,negative
dismal,negative
dismally,negative
dismalness,negative
dismay,negative
dismayed,negative
dismaying,negative
dismayingly,negative
dismemberment,negative
dismiss,negative
dismissal,negative
dismissals,negative
dismissed,negative
dismisses,negative
dismissing,negative
dismissive,negative
dismissively,negative
disobedience,negative
disobedient,negative
disobey,negative
disoobedient,negative
disorder,negative
disordered,negative
disorderly,negative
disorders,negative
disorganized,negative
disorient,negative
disoriented,negative
disown,negative
disparage,negative
disparaged,negative
disparagement,negative
disparagements,negative
disparages,negative
disparaging,negative
disparagingly,negative
disparities,negative
disparity,negative
dispassionate,negative
dispel,negative
dispensability,negative
dispensable,negative
dispense,negative
dispersion,negative
dispirit,negative
dispirited,negative
dispiritedly,negative
dispiriting,negative
displace,negative
displaced,negative
displacement,negative
displacements,negative
displaces,negative
displacing,negative
displease,negative
displeased,negative
displeasing,negative
displeasure,negative
disposal,negative
dispose,ambiguous
disposed,ambiguous
dispositive,ambiguous
dispositiveful,negative
dispositiveing,negative
dispossess,negative
dispossessed,negative
dispossesses,negative
dispossessing,negative
dispossession,ambiguous
dispossessory,ambiguous
disproportion,negative
disproportional,negative
disproportionate,negative
disproportionately,negative
disprove,negative
disputable,negative
dispute,negative
disputed,negative
disputes,negative
disputing,negative
disqualification,negative
disqualifications,negative
disqualified,negative
disqualifies,negative
disqualify,negative
disqualifying,negative
disquiet,negative
disquieting,negative
disquietingly,negative
disquietude,negative
disregard,negative
disregarded,negative
disregardful,negative
disregarding,negative
disregards,negative
disreputable,negative
disrepute,negative
disrespect,negative
disrespectable,negative
disrespectablity,negative
disrespected,negative
disrespectful,negative
disrespectfully,negative
disrespectfulness,negative
disrespecting,negative
disrupt,negative
disrupted,negative
disrupting,negative
disruption,negative
disruptions,negative
disruptive,negative
disrupts,negative
diss,negative
dissapointed,negative
dissappointed,negative
dissappointing,negative
dissatisfaction,negative
dissatisfactory,negative
dissatisfied,negative
dissatisfies,negative
dissatisfy,negative
dissatisfying,negative
dissection,negative
dissed,negative
dissemble,negative
dissembler,negative
disseminate,positive
dissension,negative
dissent,negative
dissented,negative
dissenter,negative
dissenters,negative
dissenting,negative
dissention,negative
dissents,negative
disservice,negative
disses,negative
dissidence,negative
dissident,negative
dissidents,negative
dissing,negative
dissocial,negative
dissolute,negative
dissolution,negative
dissolutions,negative
dissonance,negative
dissonant,negative
dissonantly,negative
dissuade,negative
dissuasive,negative
distains,negative
distance,positive
distancing,positive
distaste,negative
distasteful,negative
distastefully,negative
distillation,positive
distinct,positive
distinction,positive
distinctions,positive
distinctive,positive
distinctively,positive
distinctiveness,positive
distinguish,positive
distinguished,positive
distort,negative
distorted,negative
distorting,negative
distortion,negative
distortions,negative
distorts,negative
distract,negative
distracted,negative
distracting,negative
distraction,negative
distractions,negative
distracts,negative
distraint,ambiguous
distraught,negative
distraughtly,negative
distraughtness,negative
distress,negative
distressed,negative
distresses,negative
distressing,negative
distressingly,negative
distribute,positive
distributed,positive
distributee,ambiguous
distributees,ambiguous
distribution,positive
distrust,negative
distrustful,negative
disturb,negative
disturbance,negative
disturbances,negative
disturbed,negative
disturbing,negative
disturbingly,negative
disturbs,negative
disunity,negative
disuse,negative
disused,negative
disvalue,negative
dithering,negative
ditty,positive
divan,positive
divergent,negative
diverse,ambiguous
diversified,positive
diversion,negative
diversity,positive
divert,negative
diverted,negative
diverting,negative
diverts,negative
divest,negative
divested,negative
divesting,negative
divestiture,negative
divestitures,negative
divestment,negative
divestments,negative
divests,negative
divide,negative
divided,negative
divination,negative
divine,positive
divinely,positive
divinity,positive
division,negative
divisive,negative
divisively,negative
divisiveness,negative
divorce,negative
divorced,negative
divulge,negative
divulged,negative
divulges,negative
divulging,negative
dizziness,negative
dizzing,negative
dizzingly,negative
dizzy,negative
dna,ambiguous
dnegative,negative
dnegativeous,negative
dnegativeously,negative
dnegativeousness,negative
dnegatives,negative
doc,positive
docked,negative
docket,ambiguous
docketed,ambiguous
docketing,ambiguous
dockets,ambiguous
docs,positive
doctor,positive
doctors,positive
doctrine,positive
document,positive
documented,positive
documents,positive
doddering,negative
dodgey,negative
dodging,negative
dodgy,negative
doer,positive
does,positive
doesn’t,negative
dog,negative
dogged,ambiguous
doggedly,ambiguous
dogma,negative
dogmatic,negative
dogs,negative
doit,negative
doldrums,negative
dole,negative
doll,positive
dolor,negative
